Time_Step,dt_seconds,Throttle_Control,Steering_Control,True_Abs_pos_x,Pred_Abs_pos_x,True_Delta_pos_x,Pred_Delta_pos_x,Abs_Error_pos_x,True_Abs_pos_y,Pred_Abs_pos_y,True_Delta_pos_y,Pred_Delta_pos_y,Abs_Error_pos_y,True_Abs_pos_z,Pred_Abs_pos_z,True_Delta_pos_z,Pred_Delta_pos_z,Abs_Error_pos_z,True_Abs_rot_0,Pred_Abs_rot_0,True_Delta_rot_0,Pred_Delta_rot_0,Abs_Error_rot_0,True_Abs_rot_1,Pred_Abs_rot_1,True_Delta_rot_1,Pred_Delta_rot_1,Abs_Error_rot_1,True_Abs_rot_2,Pred_Abs_rot_2,True_Delta_rot_2,Pred_Delta_rot_2,Abs_Error_rot_2,True_Abs_rot_3,Pred_Abs_rot_3,True_Delta_rot_3,Pred_Delta_rot_3,Abs_Error_rot_3
2404,0.04,-0.06,0.14,-0.02,-0.020649202,0.02,0.019350797,0.0006492026,0.18,0.1800004,0.0,3.9007233e-07,3.874302e-07,-1.11,-1.1080467,-0.00999999,-0.008046681,0.0019533634,-0.0,-3.4122215e-05,0.0,-3.4122215e-05,3.4122215e-05,-0.37,-0.37203455,0.00999999,0.007965433,0.002034545,-0.01,-0.009911362,0.0,8.8637615e-05,8.8637695e-05,-0.93,-0.9328927,0.0,-0.0028926632,0.002892673
2405,0.04,-0.07,0.14,0.01,0.0005039461,0.03,0.020503946,0.009496054,0.18,0.17999469,0.0,-5.3143444e-06,5.3197145e-06,-1.12,-1.1178752,-0.00999999,-0.007875167,0.0021247864,-0.0,0.00026380536,0.0,0.00026380536,0.00026380536,-0.36,-0.36332878,0.00999999,0.0066712145,0.0033287704,-0.01,-0.01016767,0.0,-0.00016767075,0.00016767066,-0.93,-0.9324643,0.0,-0.0024643105,0.0024642944
2406,0.04,-0.06,0.12,0.03,0.030585732,0.02,0.020585733,0.000585733,0.18,0.1800046,0.0,4.5921574e-06,4.5895576e-06,-1.13,-1.1278726,-0.00999999,-0.007872607,0.002127409,-0.0,-0.00039455763,0.0,-0.00039455763,0.00039455763,-0.35,-0.35420874,0.01000002,0.0057912623,0.0042087436,-0.01,-0.009599747,0.0,0.00040025255,0.00040025264,-0.94,-0.9324667,-0.00999999,-0.0024666633,0.007533312
2407,0.04,-0.06,0.12,0.05,0.05109214,0.020000001,0.021092141,0.0010921396,0.18,0.17999543,0.0,-4.567439e-06,4.5746565e-06,-1.14,-1.1377827,-0.00999999,-0.007782697,0.0022172928,-0.0,4.856378e-06,0.0,4.856378e-06,4.856378e-06,-0.35,-0.34452355,0.0,0.0054764585,0.005476445,-0.01,-0.00992244,0.0,7.755997e-05,7.755961e-05,-0.94,-0.94256395,0.0,-0.0025639432,0.0025639534
2408,0.04,-0.06,0.11,0.06,0.07143681,0.009999998,0.02143681,0.011436809,0.18,0.1799919,0.0,-8.10096e-06,8.106232e-06,-1.14,-1.1477917,0.0,-0.007791799,0.0077917576,-0.0,-0.00025403211,0.0,-0.00025403211,0.00025403211,-0.34,-0.3444876,0.00999999,0.00551238,0.004487604,-0.01,-0.01004558,0.0,-4.5579396e-05,4.5579858e-05,-0.94,-0.9426039,0.0,-0.002603889,0.0026038885
2409,0.04,-0.06,0.1,0.09,0.08167144,0.030000005,0.02167144,0.008328564,0.18,0.1799982,0.0,-1.8049535e-06,1.8030405e-06,-1.15,-1.1477234,-0.00999999,-0.007723415,0.0022765398,-0.0,-0.0004085243,0.0,-0.0004085243,0.0004085243,-0.34,-0.33459693,0.0,0.0054030726,0.0054030716,-0.01,-0.009978867,0.0,2.1132417e-05,2.113264e-05,-0.94,-0.9424966,0.0,-0.0024966218,0.0024966002
2410,0.04,-0.07,0.09,0.12,0.112728834,0.029999994,0.02272883,0.007271163,0.18,0.17999548,0.0,-4.526113e-06,4.529953e-06,-1.16,-1.1576074,-0.00999999,-0.007607504,0.0023925304,-0.0,-0.00035222436,0.0,-0.00035222436,0.00035222436,-0.33,-0.334998,0.00999999,0.005001982,0.0049979985,-0.01,-0.01020429,0.0,-0.00020429044,0.00020429026,-0.94,-0.9421758,0.0,-0.0021758266,0.002175808
2411,0.04,-0.06,0.07,0.15,0.14251876,0.030000009,0.022518758,0.007481247,0.18,0.18000935,0.0,9.345576e-06,9.343028e-06,-1.16,-1.1673987,0.0,-0.007398666,0.0073987246,-0.0,-0.0009096676,0.0,-0.0009096676,0.0009096676,-0.32,-0.32560796,0.01000002,0.0043920614,0.0056079626,-0.01,-0.009617275,0.0,0.00038272562,0.00038272515,-0.95,-0.9420215,-0.00999999,-0.0020214734,0.007978499
2412,0.04,-0.06,0.07,0.17,0.1729235,0.019999996,0.022923492,0.0029235035,0.18,0.17999999,0.0,-1.6824629e-08,1.4901161e-08,-1.17,-1.1669364,-0.00999999,-0.0069364095,0.0030635595,-0.0,-0.00051775237,0.0,-0.00051775237,0.00051775237,-0.32,-0.31603086,0.0,0.003969141,0.003969133,-0.01,-0.009949686,0.0,5.0314156e-05,5.031377e-05,-0.95,-0.9518497,0.0,-0.0018497402,0.0018497109
2413,0.04,-0.06,0.07,0.2,0.1931108,0.030000001,0.023110788,0.006889209,0.18,0.17999439,0.0,-5.6168965e-06,5.6177378e-06,-1.17,-1.1765441,0.0,-0.0065440745,0.006544113,-0.0,-0.00071611966,0.0,-0.00071611966,0.00071611966,-0.31,-0.31623927,0.00999999,0.003760729,0.006239265,-0.01,-0.010120175,0.0,-0.00012017532,0.00012017507,-0.95,-0.95174944,0.0,-0.0017494387,0.0017494559
2414,0.04,-0.06,0.07,0.22,0.22322085,0.019999996,0.023220846,0.0032208562,0.18,0.1799979,0.0,-2.096846e-06,2.1010637e-06,-1.18,-1.1761633,-0.00999999,-0.00616338,0.0038366318,-0.0,-0.00083292596,0.0,-0.00083292596,0.00083292596,-0.31,-0.30635503,0.0,0.0036449598,0.003644973,-0.01,-0.010125751,0.0,-0.00012575132,0.0001257509,-0.95,-0.9517069,0.0,-0.0017069175,0.0017068982
2415,0.04,-0.07,0.1,0.24,0.24416947,0.019999996,0.024169473,0.004169479,0.18,0.17998822,0.0,-1.1782378e-05,1.17868185e-05,-1.18,-1.1858776,0.0,-0.0058775903,0.005877614,-0.0,-0.00077445817,0.0,-0.00077445817,0.00077445817,-0.31,-0.3063789,0.0,0.003621102,0.0036211014,-0.01,-0.01049678,0.0,-0.00049678085,0.0004967805,-0.95,-0.95168376,0.0,-0.0016837516,0.0016837716
2416,0.04,-0.06,0.12,0.26,0.26367584,0.019999996,0.023675833,0.0036758482,0.18,0.18001029,0.0,1.0278849e-05,1.0281801e-05,-1.19,-1.1856283,-0.01000011,-0.0056282994,0.0043717623,-0.0,-0.001291141,0.0,-0.001291141,0.001291141,-0.3,-0.30602145,0.00999999,0.0039785407,0.00602144,-0.01,-0.009835936,0.0,0.0001640637,0.00016406365,-0.95,-0.95209503,0.0,-0.002095035,0.0020950437
2417,0.04,-0.06,0.12,0.29,0.2840297,0.030000001,0.024029702,0.0059702992,0.18,0.1799988,0.0,-1.2002903e-06,1.206994e-06,-1.19,-1.1951928,0.0,-0.0051927962,0.0051927567,-0.0,-0.0009896327,0.0,-0.0009896327,0.0009896327,-0.3,-0.29492804,0.0,0.005071958,0.005071968,-0.01,-0.010147043,0.0,-0.00014704272,0.0001470428,-0.95,-0.952434,0.0,-0.002434036,0.0024340153
2418,0.04,-0.06,0.13,0.31,0.31429896,0.02000001,0.024298975,0.004298955,0.18,0.17999262,0.0,-7.3963615e-06,7.390976e-06,-1.19,-1.1946529,0.0,-0.004652911,0.004652858,-0.0,-0.0010309657,0.0,-0.0010309657,0.0010309657,-0.29,-0.29399747,0.01000002,0.0060025454,0.003997475,-0.01,-0.010466213,0.0,-0.00046621327,0.00046621356,-0.96,-0.95263296,-0.00999999,-0.0026329719,0.007367015
2419,0.04,-0.07,0.15,0.33,0.33533782,0.02000001,0.025337812,0.0053378046,0.18,0.1799795,0.0,-2.0497102e-05,2.0503998e-05,-1.2,-1.1941293,-0.00999999,-0.004129271,0.0058707,-0.0,-0.00090836367,0.0,-0.00090836367,0.00090836367,-0.29,-0.28345117,0.0,0.006548818,0.006548822,-0.01,-0.010818937,0.0,-0.0008189367,0.0008189371,-0.96,-0.9626018,0.0,-0.0026017895,0.0026018023
2420,0.04,-0.06,0.19,0.37,0.3542733,0.03999999,0.02427328,0.015726715,0.18,0.18004207,0.0,4.207188e-05,4.2065978e-05,-1.2,-1.20346,0.0,-0.0034599206,0.0034599304,-0.0,-0.0014716655,0.0,-0.0014716655,0.0014716655,-0.28,-0.2832469,0.00999999,0.006753087,0.0032469034,-0.01,-0.010027189,0.0,-2.7188804e-05,2.7189031e-05,-0.96,-0.9628477,0.0,-0.0028477195,0.002847731
2421,0.04,-0.06,0.25,0.39,0.3947107,0.01999998,0.024710685,0.004710704,0.18,0.18000518,0.0,5.1663637e-06,5.170703e-06,-1.21,-1.2030487,-0.00999999,-0.0030486544,0.006951332,-0.0,-0.0014943683,0.0,-0.0014943683,0.0014943683,-0.27,-0.27152285,0.00999999,0.008477141,0.0015228391,-0.01,-0.010475526,0.0,-0.00047552612,0.00047552586,-0.96,-0.9629822,0.0,-0.002982191,0.0029821992
2422,0.04,-0.06,0.3,0.41,0.41492736,0.02000001,0.024927387,0.004927367,0.18,0.17995104,0.0,-4.896511e-05,4.8965216e-05,-1.21,-1.2126881,0.0,-0.0026880864,0.0026880503,-0.0,-0.0013896233,0.0,-0.0013896233,0.0013896233,-0.26,-0.259716,0.01000002,0.010284015,0.00028398633,-0.01,-0.010815767,0.0,-0.0008157667,0.00081576686,-0.97,-0.9634004,-0.01000005,-0.0034004655,0.006599605
2423,0.04,-0.06,0.34,0.43,0.43492934,0.02000001,0.02492935,0.004929334,0.18,0.17986259,0.0,-0.0001374214,0.00013741851,-1.21,-1.2133086,0.0,-0.003308516,0.0033085346,-0.0,-0.0009312999,0.0,-0.0009312999,0.0009312999,-0.25,-0.24725732,0.00999999,0.012742669,0.002742678,-0.01,-0.010823594,0.0,-0.0008235946,0.00082359463,-0.97,-0.9737292,0.0,-0.0037291625,0.0037291646
2424,0.04,-0.06,0.35,0.46,0.4543637,0.030000001,0.024363695,0.0056363046,0.18,0.17974967,0.0,-0.00025033744,0.0002503395,-1.22,-1.2136165,-0.00999999,-0.0036164671,0.0063835382,-0.0,-0.00051285257,0.0,-0.00051285257,0.00051285257,-0.23,-0.23538193,0.019999996,0.014618071,0.005381927,-0.01,-0.010589275,0.0,-0.0005892751,0.0005892748,-0.97,-0.97401184,0.0,-0.0040118136,0.00401181
2425,0.04,-0.06,0.39,0.48,0.48333672,0.01999998,0.023336701,0.0033367276,0.18,0.17943396,0.0,-0.0005660435,0.0005660504,-1.22,-1.2232941,0.0,-0.0032941399,0.0032941103,-0.0,-0.00031292424,0.0,-0.00031292424,0.00031292424,-0.21,-0.21412559,0.02000001,0.01587442,0.004125595,-0.01,-0.010583168,0.0,-0.0005831682,0.0005831681,-0.98,-0.9737005,-0.00999999,-0.0037004927,0.0062994957
2426,0.04,-0.07,0.39,0.5,0.503713,0.02000001,0.023713036,0.0037130117,0.17,0.17759271,-0.010000005,-0.0024073005,0.007592708,-1.22,-1.2218328,0.0,-0.0018327369,0.0018327236,-0.0,-0.0005942067,0.0,-0.0005942067,0.0005942067,-0.2,-0.19199055,0.00999999,0.018009437,0.008009449,-0.01,-0.010903223,0.0,-0.0009032239,0.00090322364,-0.98,-0.98281384,0.0,-0.0028137937,0.002813816
2427,0.04,-0.06,0.39,0.53,0.52594435,0.029999971,0.025944352,0.0040556192,0.17,0.17015187,0.0,0.00015187876,0.00015187263,-1.23,-1.2182833,-0.00999999,0.0017167457,0.011716723,-0.0,-0.0014104928,0.0,-0.0014104928,0.0014104928,-0.18,-0.1808374,0.019999996,0.019162612,0.00083738565,-0.01,-0.008794165,0.0,0.0012058348,0.0012058346,-0.98,-0.98391056,0.0,-0.0039105564,0.0039105415
2428,0.04,-0.06,0.39,0.56,0.5517783,0.030000031,0.021778367,0.008221686,0.17,0.17051497,0.0,0.0005149729,0.00051496923,-1.23,-1.2304211,0.0,-0.00042099823,0.0004210472,-0.0,-0.0011840925,0.0,-0.0011840925,0.0011840925,-0.16,-0.16257474,0.02000001,0.017425276,0.0025747418,-0.01,-0.010595837,0.0,-0.00059583655,0.0005958369,-0.99,-0.98279405,-0.00999999,-0.0027940464,0.007205963
2429,0.04,-0.06,0.39,0.58,0.5826,0.01999998,0.022600012,0.0026000142,0.17,0.16992892,0.0,-7.107292e-05,7.107854e-05,-1.23,-1.2309746,0.0,-0.0009745125,0.00097453594,-0.0,-0.00014028841,0.0,-0.00014028841,0.00014028841,-0.14,-0.14321405,0.019999996,0.016785953,0.0032140464,-0.01,-0.011827286,0.0,-0.0018272869,0.0018272866,-0.99,-0.99194956,0.0,-0.0019495775,0.0019495487
2430,0.04,-0.06,0.39,0.6,0.60107195,0.02000004,0.021071957,0.0010719299,0.17,0.16996768,0.0,-3.2314972e-05,3.232062e-05,-1.23,-1.2284048,0.0,0.0015952531,0.0015952587,0.0,0.00042575703,0.0,0.00042575703,0.00042575703,-0.12,-0.12400471,0.020000003,0.015995296,0.0040047094,-0.01,-0.010274502,0.0,-0.00027450308,0.00027450267,-0.99,-0.99205023,0.0,-0.002050204,0.002050221
2431,0.04,-0.06,0.39,0.62,0.6206304,0.01999998,0.020630352,0.0006303787,0.17,0.1700388,0.0,3.8806644e-05,3.8802624e-05,-1.22,-1.2269129,0.00999999,0.0030871728,0.0069128275,-0.0,0.00038455738,-0.0,0.00038455738,0.00038455738,-0.11,-0.103463225,0.009999998,0.016536774,0.0065367743,-0.01,-0.010263723,0.0,-0.00026372386,0.00026372354,-0.99,-0.9922161,0.0,-0.0022161177,0.0022161007
2432,0.04,-0.06,0.39,0.64,0.6401745,0.01999998,0.020174487,0.0001745224,0.17,0.16999032,0.0,-9.690794e-06,9.685755e-06,-1.22,-1.2170153,0.0,0.0029848104,0.0029847622,0.0,0.00080364704,0.0,0.00080364704,0.00080364704,-0.09,-0.09392108,0.019999996,0.016078921,0.0039210767,-0.01,-0.010811464,0.0,-0.00081146444,0.00081146415,-1.0,-0.99203306,-0.00999999,-0.0020330292,0.007966936
2433,0.04,-0.06,0.39,0.66,0.6595241,0.02000004,0.019524122,0.0004759431,0.17,0.16995478,0.0,-4.5217643e-05,4.5225024e-05,-1.22,-1.2167339,0.0,0.0032660572,0.003266096,0.0,0.0010468884,0.0,0.0010468884,0.0010468884,-0.08,-0.074609935,0.010000005,0.015390072,0.005390063,-0.01,-0.010687887,0.0,-0.0006878867,0.00068788696,-1.0,-1.0017543,0.0,-0.0017543433,0.0017542839
2434,0.04,-0.06,0.37,0.68,0.67910916,0.01999998,0.019109152,0.000890851,0.17,0.16995195,0.0,-4.805686e-05,4.8056245e-05,-1.22,-1.2158318,0.0,0.004168323,0.004168272,0.0,0.0011432477,0.0,0.0011432477,0.0011432477,-0.06,-0.06510229,0.02,0.014897711,0.005102288,-0.01,-0.0104582,0.0,-0.00045820087,0.00045820046,-1.0,-1.0015,0.0,-0.0015000683,0.0015000105
2435,0.04,-0.06,0.34,0.7,0.69892234,0.01999998,0.01892232,0.001077652,0.17,0.16995025,0.0,-4.9752933e-05,4.9754977e-05,-1.21,-1.2148896,0.00999999,0.0051103667,0.0048896074,0.0,0.001314493,0.0,0.001314493,0.001314493,-0.05,-0.04557112,0.009999998,0.014428881,0.004428882,-0.01,-0.010412842,0.0,-0.00041284194,0.00041284226,-1.0,-1.0012255,0.0,-0.001225438,0.0012254715
2436,0.04,-0.06,0.32,0.72,0.7187735,0.02000004,0.018773466,0.0012265444,0.17,0.16994704,0.0,-5.2953368e-05,5.2958727e-05,-1.21,-1.2040138,0.0,0.0059862216,0.0059862137,-0.0,0.0014800236,-0.0,0.0014800236,0.0014800236,-0.03,-0.036184452,0.020000001,0.01381555,0.006184453,-0.01,-0.010367652,0.0,-0.00036765277,0.00036765262,-1.0,-1.0009612,0.0,-0.000961137,0.0009611845
2437,0.04,-0.06,0.31,0.74,0.73869497,0.01999998,0.018694924,0.0013050437,0.17,0.16994444,0.0,-5.5564673e-05,5.556643e-05,-1.2,-1.2031976,0.00999999,0.006802495,0.0031975508,0.0,0.0015301106,0.0,0.0015301106,0.0015301106,-0.01,-0.016817875,0.02,0.013182123,0.0068178754,-0.01,-0.010287561,0.0,-0.0002875613,0.00028756168,-1.0,-1.0007056,0.0,-0.0007056048,0.0007055998
2438,0.04,-0.07,0.31,0.77,0.75949466,0.029999971,0.019494645,0.010505319,0.17,0.16991296,0.0,-8.703979e-05,8.703768e-05,-1.19,-1.1925414,0.00999999,0.007458662,0.0025413036,0.0,0.0020187667,0.0,0.0020187667,0.0020187667,-0.0,0.0029813424,0.01,0.012981342,0.0029813424,-0.01,-0.010834464,0.0,-0.0008344638,0.0008344641,-1.0,-1.0003285,0.0,-0.0003284902,0.0003285408
2439,0.04,-0.06,0.31,0.78,0.7890864,0.00999999,0.019086396,0.00908643,0.17,0.16994436,0.0,-5.5647553e-05,5.5640936e-05,-1.19,-1.1816682,0.0,0.008331866,0.008331895,0.0,0.0013201155,0.0,0.0013201155,0.0013201155,0.01,0.012788571,0.01,0.012788571,0.0027885716,-0.01,-0.009649701,0.0,0.00035029816,0.00035029836,-1.0,-1.0003741,0.0,-0.00037409685,0.00037407875
2440,0.04,-0.06,0.3,0.81,0.7992685,0.030000031,0.019268531,0.010731518,0.17,0.16996402,0.0,-3.5985897e-05,3.5986304e-05,-1.18,-1.181294,0.01000011,0.008706117,0.0012940168,0.0,0.00165476,0.0,0.00165476,0.00165476,0.03,0.023113512,0.02,0.013113513,0.006886488,-0.01,-0.0097371405,0.0,0.00026285916,0.00026285928,-1.0,-1.0001076,0.0,-0.00010765746,0.00010764599
2441,0.04,-0.06,0.3,0.82,0.82953143,0.00999999,0.019531405,0.009531438,0.17,0.16992776,0.0,-7.224568e-05,7.224083e-05,-1.17,-1.171411,0.00999999,0.008588919,0.0014110804,0.0,0.001833592,0.0,0.001833592,0.001833592,0.04,0.043438543,0.01,0.013438542,0.0034385435,-0.01,-0.010184426,0.0,-0.00018442639,0.00018442608,-1.0,-0.9996544,0.0,0.00034556788,0.00034558773
2442,0.04,-0.06,0.3,0.84,0.8393595,0.01999998,0.019359507,0.0006404519,0.17,0.169938,0.0,-6.200792e-05,6.200373e-05,-1.16,-1.1610416,0.00999999,0.008958312,0.0010416508,0.01,0.0016917341,0.01,0.0016917341,0.008308265,0.05,0.053316247,0.010000002,0.013316249,0.003316246,-0.01,-0.010054169,0.0,-5.4169053e-05,5.4169446e-05,-1.0,-0.9994875,0.0,0.00051248167,0.00051248074
2443,0.04,-0.06,0.3,0.9,0.8589088,0.060000002,0.018908808,0.041091204,0.17,0.17000788,0.0,7.881328e-06,7.882714e-06,-1.13,-1.1495361,0.029999971,0.010463835,0.019536138,0.0,0.005810808,-0.01,-0.004189192,0.005810808,0.09,0.06274732,0.040000003,0.012747324,0.027252682,-0.01,-0.010313046,0.0,-0.00031304607,0.0003130464,-1.0,-0.9996854,0.0,0.00031457553,0.00031459332
2444,0.04,-0.06,0.3,0.93,0.91893727,0.030000031,0.018937297,0.011062741,0.17,0.16991743,0.0,-8.257291e-05,8.2567334e-05,-1.11,-1.1202474,0.01999998,0.00975269,0.01024735,0.0,0.003836503,0.0,0.003836503,0.003836503,0.12,0.10276435,0.029999994,0.012764351,0.017235644,-0.01,-0.009966296,0.0,3.3703924e-05,3.3703633e-05,-0.99,-0.9994469,0.00999999,0.00055306824,0.009446919
2445,0.04,-0.06,0.3,0.96,0.9489171,0.029999971,0.0189171,0.011082888,0.17,0.16990212,0.0,-9.7882694e-05,9.788573e-05,-1.1,-1.0998359,0.00999999,0.0101642,0.00016415119,0.01,0.0029829957,0.01,0.0029829957,0.0070170043,0.13,0.13320453,0.009999998,0.013204541,0.0032045394,-0.01,-0.010126036,0.0,-0.0001260356,0.00012603588,-0.99,-0.9887978,0.0,0.0012022485,0.0012022257
2446,0.04,-0.06,0.3,0.97,0.9785531,0.01000005,0.018553128,0.008553088,0.17,0.17000486,0.0,4.8519287e-06,4.8577785e-06,-1.09,-1.0876741,0.00999999,0.012325918,0.0023258924,0.0,0.006489521,-0.01,-0.0035104791,0.006489521,0.15,0.14239185,0.02000001,0.012391856,0.0076081604,-0.01,-0.010338277,0.0,-0.00033827673,0.00033827685,-0.99,-0.9886554,0.0,0.0013446206,0.0013446212
2447,0.04,-0.06,0.3,1.0,0.9883089,0.029999971,0.018308852,0.011691093,0.17,0.16992998,0.0,-7.002553e-05,7.002056e-05,-1.07,-1.0783044,0.01999998,0.011695659,0.0083043575,0.01,0.0040003685,0.01,0.0040003685,0.0059996312,0.16,0.16259639,0.00999999,0.012596386,0.0025963932,-0.01,-0.009675503,0.0,0.00032449653,0.000324497,-0.99,-0.98847824,0.0,0.0015217387,0.0015217662
2448,0.04,-0.07,0.33,1.01,1.0188309,0.00999999,0.018830854,0.008830905,0.17,0.16994596,0.0,-5.4042455e-05,5.404651e-05,-1.06,-1.0566456,0.01000011,0.01335445,0.003354311,0.01,0.0076759486,0.0,-0.002324051,0.0023240512,0.17,0.17322549,0.010000005,0.0132255005,0.0032254905,-0.01,-0.01115104,0.0,-0.00115104,0.0011510402,-0.98,-0.98766625,0.00999999,0.0023337773,0.00766623
2449,0.04,-0.06,0.34,1.03,1.0284232,0.01999998,0.018423203,0.0015767813,0.17,0.17000392,0.0,3.916693e-06,3.9190054e-06,-1.05,-1.0455389,0.00999999,0.014461032,0.00446105,0.01,0.008597093,0.0,-0.0014029071,0.0014029071,0.19,0.18313584,0.019999996,0.013135839,0.0068641603,-0.01,-0.009535839,0.0,0.000464161,0.00046416093,-0.98,-0.9780977,0.0,0.0019023303,0.0019023418
2450,0.04,-0.06,0.34,1.04,1.0484517,0.00999999,0.018451646,0.0084517,0.17,0.16999368,0.0,-6.313272e-06,6.3180923e-06,-1.03,-1.0350823,0.01999998,0.014917562,0.005082369,0.01,0.009824024,0.0,-0.00017597603,0.0001759762,0.2,0.20426439,0.010000005,0.014264394,0.0042643845,-0.01,-0.00983776,0.0,0.00016224032,0.00016224012,-0.98,-0.97754514,0.0,0.002454886,0.002454877
2451,0.04,-0.06,0.34,1.06,1.0582286,0.01999998,0.018228637,0.0017713308,0.17,0.16995546,0.0,-4.4543005e-05,4.453957e-05,-1.02,-1.0150715,0.00999999,0.014928497,0.0049284697,0.01,0.010380958,0.0,0.0003809586,0.00038095843,0.21,0.21491285,0.00999999,0.0149128465,0.0049128532,-0.01,-0.010249592,0.0,-0.0002495922,0.0002495926,-0.98,-0.9768959,0.0,0.0031040679,0.0031040907
2452,0.04,-0.06,0.34,1.08,1.0774672,0.0200001,0.017467214,0.0025328398,0.17,0.16996735,0.0,-3.265238e-05,3.2648444e-05,-1.0,-1.0046476,0.01999998,0.0153523935,0.0046476126,0.01,0.01035973,0.0,0.0003597295,0.00035972986,0.23,0.22471267,0.02000001,0.014712684,0.0052873343,-0.01,-0.010208731,0.0,-0.00020873106,0.00020873081,-0.97,-0.9766065,0.00999999,0.0033935383,0.0066064596
2453,0.04,-0.06,0.35,1.09,1.0967184,0.00999999,0.016718365,0.006718397,0.17,0.16999176,0.0,-8.243975e-06,8.240342e-06,-0.99,-0.9840899,0.00999999,0.015910069,0.0059100986,0.01,0.010191521,0.0,0.00019152055,0.0001915209,0.24,0.24427724,0.00999999,0.0142772375,0.004277244,-0.01,-0.010138061,0.0,-0.00013806118,0.00013806112,-0.97,-0.9664414,0.0,0.0035586122,0.0035586357
2454,0.04,-0.06,0.35,1.1,1.1060752,0.00999999,0.016075186,0.006075144,0.17,0.16999464,0.0,-5.368303e-06,5.364418e-06,-0.97,-0.9737381,0.01999998,0.016261932,0.0037380457,0.01,0.00998622,0.0,-1.3779389e-05,1.3779849e-05,0.26,0.25394917,0.019999996,0.013949174,0.006050825,-0.01,-0.0101432325,0.0,-0.00014323283,0.00014323276,-0.97,-0.9662181,0.0,0.0037818912,0.0037819147
2455,0.04,-0.06,0.35,1.12,1.1155108,0.01999998,0.015510757,0.0044891834,0.17,0.16998753,0.0,-1.2476869e-05,1.2472272e-05,-0.96,-0.95347184,0.01000005,0.016528174,0.006528139,0.01,0.010025543,0.0,2.5543652e-05,2.5543384e-05,0.27,0.27378157,0.01000002,0.013781576,0.003781557,-0.01,-0.010180552,0.0,-0.00018055139,0.00018055178,-0.96,-0.96592474,0.01000005,0.004075286,0.0059247613
2456,0.04,-0.06,0.35,1.13,1.1350363,0.00999999,0.01503631,0.005036354,0.17,0.16998206,0.0,-1.7944012e-05,1.7940998e-05,-0.94,-0.94318706,0.01999998,0.01681291,0.0031870604,0.01,0.01012024,0.0,0.000120240635,0.000120240264,0.28,0.28373513,0.00999999,0.013735115,0.003735125,-0.01,-0.010191796,0.0,-0.00019179676,0.00019179657,-0.96,-0.9556092,0.0,0.0043907794,0.004390776
2457,0.04,-0.06,0.35,1.14,1.144604,0.00999999,0.014603958,0.004603982,0.17,0.16999404,0.0,-5.954877e-06,5.9604645e-06,-0.93,-0.92276603,0.00999999,0.017233972,0.0072339773,0.01,0.010143389,0.0,0.00014338887,0.00014338922,0.29,0.29369253,0.00999999,0.013692535,0.0036925375,-0.01,-0.010133847,0.0,-0.0001338471,0.00013384689,-0.96,-0.9553717,0.0,0.0046282965,0.0046283007
2458,0.04,-0.06,0.35,1.15,1.1541638,0.00999999,0.014163821,0.0041638613,0.17,0.16999933,0.0,-6.643346e-07,6.7055225e-07,-0.91,-0.9124951,0.01999998,0.017504944,0.0024950504,0.01,0.010163375,0.0,0.00016337527,0.0001633754,0.31,0.30367756,0.02000001,0.013677563,0.0063224435,-0.01,-0.010154419,0.0,-0.00015441918,0.00015441887,-0.95,-0.9551322,0.00999999,0.0048677884,0.0051321983
2459,0.04,-0.06,0.35,1.16,1.1636764,0.00999999,0.013676458,0.0036764145,0.17,0.17000158,0.0,1.5835582e-06,1.5795231e-06,-0.9,-0.89230025,0.01000005,0.017699804,0.007699728,0.01,0.010220965,0.0,0.00022096532,0.0002209656,0.32,0.32357746,0.00999999,0.013577458,0.0035774708,-0.01,-0.010140332,0.0,-0.00014033302,0.00014033262,-0.95,-0.9448904,0.0,0.005109617,0.005109608
2460,0.04,-0.06,0.35,1.19,1.173185,0.03000009,0.013185019,0.016815066,0.17,0.1699997,0.0,-3.0533317e-07,2.9802322e-07,-0.86,-0.8821525,0.03999996,0.017847497,0.022152483,0.01,0.010184617,0.0,0.00018461722,0.000184617,0.35,0.33344686,0.030000001,0.013446859,0.016553134,-0.01,-0.010159131,0.0,-0.00015913144,0.00015913136,-0.94,-0.9446375,0.00999999,0.0053625056,0.00463748
2461,0.04,-0.07,0.35,1.21,1.2030916,0.01999998,0.013091527,0.0069084167,0.17,0.16996393,0.0,-3.6075515e-05,3.607571e-05,-0.83,-0.84198844,0.030000031,0.018011598,0.011988461,0.01,0.010603885,0.0,0.00060388545,0.0006038854,0.38,0.36363813,0.030000001,0.013638152,0.016361862,-0.01,-0.010762754,0.0,-0.0007627544,0.0007627541,-0.93,-0.9342529,0.00999999,0.0057470696,0.0042529106
2462,0.04,-0.06,0.35,1.22,1.2225016,0.00999999,0.012501569,0.002501607,0.17,0.17000896,0.0,8.962521e-06,8.955598e-06,-0.8,-0.8110798,0.029999971,0.0189202,0.011079788,0.02,0.010253894,0.01,0.000253894,0.009746105,0.4,0.39334634,0.02000001,0.013346353,0.0066536665,-0.01,-0.009536346,0.0,0.00046365344,0.00046365336,-0.92,-0.9241846,0.00999999,0.0058154054,0.0041846037
