Time Step,True pos_z,Predicted pos_z,Error
669,2.39,2.3926964,-0.0026962757
670,2.38,2.3946943,-0.014694214
671,2.38,2.3829014,-0.0029013157
672,2.37,2.3763971,-0.0063972473
673,2.37,2.3635485,0.0064513683
674,2.36,2.3634543,-0.0034544468
675,2.36,2.3530588,0.00694108
676,2.35,2.3526444,-0.0026445389
677,2.34,2.3421128,-0.0021128654
678,2.33,2.3315825,-0.0015826225
679,2.33,2.32103,0.008970022
680,2.32,2.320505,-0.00050497055
681,2.31,2.3099368,6.318092e-05
682,2.29,2.299376,-0.009376049
683,2.27,2.278547,-0.008547068
684,2.26,2.2577662,0.0022337437
685,2.25,2.2470658,0.0029342175
686,2.23,2.2363973,-0.0063972473
687,2.22,2.2157094,0.0042905807
688,2.21,2.2051036,0.0048964024
689,2.18,2.194449,-0.014448881
690,2.17,2.1638024,0.006197691
691,2.15,2.153203,-0.0032029152
692,2.14,2.1326067,0.00739336
693,2.12,2.1220636,-0.0020637512
